tth,COR,HYM,CAL
65.4175306,46,310,112
65.44379116,43,318,123
65.47005173,50,332,166
65.49631229,54,319,155
65.52257286,60,308,184
65.54883343,53,378,203
65.57509399,43,315,299
65.60135456,53,348,333
65.62761512,49,331,352
65.65387569,65,366,315
65.68013625,48,384,292
65.70639682,52,355,269
65.73265738,67,396,274
65.75891795,49,307,227
65.78517851,64,387,242
65.81143908,58,383,264
65.83769964,69,396,229
65.86396021,63,394,208
65.89022078,67,339,185
65.91648134,56,339,137
65.94274191,67,371,131
65.96900247,75,351,104
65.99526304,95,346,102
66.0215236,77,309,91
66.04778417,88,289,84
66.07404473,89,296,73
66.1003053,122,301,67
66.12656586,114,287,85
66.15282643,127,283,67
66.17908699,143,299,52
66.20534756,165,301,78
66.23160812,174,251,59
66.25786869,196,247,57
66.28412926,229,232,51
66.31038982,317,240,46
66.33665039,403,271,75
66.36291095,574,272,64
66.38917152,799,278,39
66.41543208,1159,312,59
66.44169265,1718,324,58
66.46795321,2617,333,64
66.49421378,3364,293,57
66.52047434,3219,342,51
66.54673491,2314,357,46
66.57299547,1445,368,43
66.59925604,1206,339,58
66.6255166,1231,363,42
66.65177717,1463,387,47
66.67803774,1695,382,56
66.7042983,1727,397,44
66.73055887,1262,380,47
66.75681943,717,399,44
66.78308,438,361,45
66.80934056,311,395,43
66.83560113,224,426,45
66.86186169,189,422,49
66.88812226,171,453,47
66.91438282,140,390,37
66.94064339,125,429,53
66.96690395,102,489,43
66.99316452,98,438,47
67.01942509,117,497,49
67.04568565,103,438,44
67.07194622,83,450,51
67.09820678,94,424,54
67.12446735,88,435,47
67.15072791,79,435,46
67.17698848,72,353,46
67.20324904,87,385,47
67.22950961,79,360,42
67.25577017,65,338,40
67.28203074,76,334,44
67.3082913,93,272,55
67.33455187,73,268,39
67.36081243,67,302,50
67.387073,71,245,61
67.41333357,93,253,60
67.43959413,67,233,45
67.4658547,72,247,42
67.49211526,79,247,41
67.51837583,85,236,37
67.54463639,93,233,49
67.57089696,83,203,42
67.59715752,103,233,53
67.62341809,89,184,50
67.64967865,80,226,52
67.67593922,88,236,44
67.70219978,96,230,52
67.72846035,107,238,41
67.75472092,92,238,52
67.78098148,145,213,44
67.80724205,166,200,41
67.83350261,184,215,53
67.85976318,187,216,46
67.88602374,209,215,48
67.91228431,231,222,54
67.93854487,257,224,46
67.96480544,304,203,37
67.991066,432,198,64
68.01732657,532,210,36
68.04358713,781,210,44
68.0698477,1100,181,49
68.09610826,1633,201,57
68.12236883,2423,211,37
68.1486294,3445,152,51
68.17488996,4683,163,56
68.20115053,5266,165,49
68.22741109,4089,204,48
68.25367166,2481,176,49
68.27993222,1815,162,48
68.30619279,1673,180,50
68.33245335,1918,176,55
68.35871392,2474,148,55
68.38497448,2808,220,40
68.41123505,2411,192,58
68.43749561,1512,215,48
68.46375618,895,210,35
68.49001675,587,208,37
68.51627731,382,177,48
68.54253788,292,183,58
68.56879844,268,166,55
68.59505901,193,191,41
68.62131957,168,199,55
68.64758014,143,191,58
68.6738407,118,213,40
68.70010127,110,208,48
68.72636183,106,219,55
68.7526224,98,209,41
68.77888296,106,209,50
68.80514353,103,215,44
68.83140409,73,211,56
68.85766466,72,193,48
68.88392523,74,175,48
68.91018579,64,174,68
68.93644636,75,186,57
68.96270692,63,162,60
68.98896749,70,177,68
69.01522805,62,159,56
69.04148862,68,190,67
69.06774918,59,155,74
69.09400975,54,146,71
69.12027031,70,158,80
69.14653088,55,149,117
69.17279144,47,157,115
69.19905201,51,128,141
69.22531258,46,153,130
69.25157314,47,149,98
69.27783371,48,145,92
69.30409427,72,147,95
69.33035484,55,164,92
69.3566154,68,157,91
69.38287597,60,190,112
69.40913653,58,134,93
69.4353971,50,143,96
69.46165766,53,153,89
69.48791823,50,141,93
69.51417879,56,155,71
69.54043936,37,149,63
69.56669992,60,168,67
69.59296049,57,161,54
69.61922106,43,132,62
69.64548162,47,159,57
69.67174219,45,186,56
69.69800275,46,186,42
69.72426332,42,146,65
69.75052388,44,163,66
69.77678445,60,197,53
69.80304501,41,198,46
69.82930558,47,175,71
69.85556614,50,207,65
69.88182671,46,188,64
69.90808727,42,184,65
69.93434784,39,194,53
69.96060841,40,182,57
69.98686897,35,204,66
