tth,counts
46.50482354,90
46.53108411,73
46.55734467,95
46.58360524,88
46.6098658,106
46.63612637,97
46.66238693,85
46.6886475,113
46.71490807,103
46.74116863,106
46.7674292,98
46.79368976,135
46.81995033,138
46.84621089,143
46.87247146,154
46.89873202,167
46.92499259,174
46.95125315,223
46.97751372,200
47.00377428,254
47.03003485,299
47.05629541,376
47.08255598,485
47.10881655,569
47.13507711,585
47.16133768,579
47.18759824,517
47.21385881,540
47.24011937,540
47.26637994,546
47.2926405,532
47.31890107,515
47.34516163,520
47.3714222,609
47.39768276,677
47.42394333,839
47.4502039,1109
47.47646446,1490
47.50272503,1878
47.52898559,1948
47.55524616,1700
47.58150672,1523
47.60776729,1375
47.63402785,1332
47.66028842,1193
47.68654898,957
47.71280955,765
47.73907011,619
47.76533068,449
47.79159124,405
47.81785181,318
47.84411238,269
47.87037294,268
47.89663351,230
47.92289407,240
47.94915464,223
47.9754152,198
48.00167577,203
48.02793633,197
48.0541969,192
48.08045746,207
48.10671803,206
48.13297859,213
48.15923916,203
48.18549973,212
48.21176029,231
48.23802086,266
48.26428142,277
48.29054199,302
48.31680255,331
48.34306312,390
48.36932368,410
48.39558425,594
48.42184481,715
48.44810538,1007
48.47436594,1291
48.50062651,1736
48.52688707,1693
48.55314764,1499
48.57940821,1313
48.60566877,1183
48.63192934,1194
48.6581899,1098
48.68445047,904
48.71071103,635
48.7369716,533
48.76323216,393
48.78949273,349
48.81575329,279
48.84201386,248
48.86827442,236
48.89453499,199
48.92079556,172
48.94705612,177
48.97331669,149
48.99957725,144
49.02583782,126
49.05209838,136
49.07835895,117
49.10461951,109
49.13088008,137
49.15714064,105
49.18340121,114
49.20966177,95
49.23592234,112
49.2621829,94
49.28844347,87
49.31470404,97
49.3409646,79
49.36722517,91
49.39348573,84
49.4197463,73
49.44600686,73
49.47226743,78
49.49852799,79
49.52478856,58
49.55104912,68
49.57730969,74
49.60357025,79
49.62983082,74
49.65609139,68
49.68235195,66
49.70861252,64
49.73487308,73
49.76113365,71
49.78739421,74
49.81365478,65
49.83991534,63
49.86617591,71
49.89243647,63
49.91869704,60
49.9449576,59
49.97121817,64
49.99747873,63
50.0237393,49
50.04999987,66
50.07626043,66
50.102521,64
50.12878156,51
50.15504213,85
50.18130269,64
50.20756326,60
50.23382382,65
50.26008439,50
50.28634495,65
50.31260552,65
50.33886608,65
50.36512665,56
50.39138722,66
50.41764778,55
50.44390835,55
50.47016891,49
50.49642948,59
50.52269004,48
50.54895061,59
50.57521117,57
50.60147174,41
50.6277323,55
50.65399287,63
